center,left,right,steering,throttle,brake,speed
/track1/reverse/IMG/center_2019_08_10_22_00_13_139.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_139.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_139.jpg,0,0,0,1.114942E-06
/track1/reverse/IMG/center_2019_08_10_22_00_13_218.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_218.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_218.jpg,0,0,0,2.182338E-05
/track1/reverse/IMG/center_2019_08_10_22_00_13_302.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_302.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_302.jpg,0,0,0,5.695397E-06
/track1/reverse/IMG/center_2019_08_10_22_00_13_383.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_383.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_383.jpg,0,0,0,5.560873E-06
/track1/reverse/IMG/center_2019_08_10_22_00_13_463.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_463.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_463.jpg,0,0,0,5.792502E-06
/track1/reverse/IMG/center_2019_08_10_22_00_13_546.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_546.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_546.jpg,0,0,0,5.888916E-06
/track1/reverse/IMG/center_2019_08_10_22_00_13_627.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_627.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_627.jpg,0,0,0,5.556518E-06
/track1/reverse/IMG/center_2019_08_10_22_00_13_708.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_708.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_708.jpg,0,0,0,3.808197E-06
/track1/reverse/IMG/center_2019_08_10_22_00_13_791.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_791.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_791.jpg,0,0,0,3.569211E-06
/track1/reverse/IMG/center_2019_08_10_22_00_13_894.jpg,/track1/reverse/IMG/left_2019_08_10_22_00_13_894.jpg,/track1/reverse/IMG/right_2019_08_10_22_00_13_894.jpg,0,0.3024119,0,0.2351585
