center,left,right,steering,throttle,brake,speed
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_26_597.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_26_597.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_26_597.jpg,0,0,0,0.0002504624
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_26_673.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_26_673.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_26_673.jpg,0,0,0,0.0002373888
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_26_750.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_26_750.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_26_750.jpg,0,0,0,0.0002237165
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_26_823.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_26_823.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_26_823.jpg,0,0,0,0.0002103103
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_26_901.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_26_901.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_26_901.jpg,0,0,0,0.0001174537
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_26_974.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_26_974.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_26_974.jpg,0,0,0,0.000101425
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_052.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_052.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_052.jpg,0,0,0,8.902065E-05
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_131.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_131.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_131.jpg,0,0,0,7.871045E-05
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_209.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_209.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_209.jpg,0,0,0,0.0001570843
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_286.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_286.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_286.jpg,0,0,0,0.0001447426
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_365.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_365.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_365.jpg,0,0,0,0.0001357607
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_441.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_441.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_441.jpg,0,0,0,0.0001253818
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_511.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_511.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_511.jpg,0,0,0,3.106787E-05
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_584.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_584.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_584.jpg,0,0,0,3.112491E-05
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_660.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_660.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_660.jpg,0,0.07386589,0,0.04280564
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_747.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_747.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_747.jpg,0,0.29997,0,0.1931012
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_824.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_824.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_824.jpg,0,0.5333068,0,0.591339
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_901.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_901.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_901.jpg,0,0.763563,0,1.17276
/Users/astocco/Desktop/dataset5/track2/reverse/IMG/center_2019_08_10_22_45_27_978.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/left_2019_08_10_22_45_27_978.jpg,/Users/astocco/Desktop/dataset5/track2/reverse/IMG/right_2019_08_10_22_45_27_978.jpg,0,0.9960208,0,1.984291
