center,left,right,steering,throttle,brake,speed
/track1/normal/IMG/center_2019_08_10_21_38_39_777.jpg,/track1/normal/IMG/left_2019_08_10_21_38_39_777.jpg,/track1/normal/IMG/right_2019_08_10_21_38_39_777.jpg,0,0,0,4.789068E-06
/track1/normal/IMG/center_2019_08_10_21_38_39_855.jpg,/track1/normal/IMG/left_2019_08_10_21_38_39_855.jpg,/track1/normal/IMG/right_2019_08_10_21_38_39_855.jpg,0,0,0,4.988495E-06
/track1/normal/IMG/center_2019_08_10_21_38_39_933.jpg,/track1/normal/IMG/left_2019_08_10_21_38_39_933.jpg,/track1/normal/IMG/right_2019_08_10_21_38_39_933.jpg,0,0,0,5.054478E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_019.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_019.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_019.jpg,0,0,0,5.452973E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_107.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_107.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_107.jpg,0,0,0,1.632221E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_198.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_198.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_198.jpg,0,0,0,3.094399E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_288.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_288.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_288.jpg,0,0,0,1.371553E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_376.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_376.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_376.jpg,0,0,0,3.01818E-07
/track1/normal/IMG/center_2019_08_10_21_38_40_464.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_464.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_464.jpg,0,0,0,2.109105E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_554.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_554.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_554.jpg,0,0,0,3.768438E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_645.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_645.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_645.jpg,0,0,0,2.138268E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_724.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_724.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_724.jpg,0,0,0,4.965024E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_801.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_801.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_801.jpg,0,0,0,6.295275E-06
/track1/normal/IMG/center_2019_08_10_21_38_40_902.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_902.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_902.jpg,0,0.2127568,0,0.1695492
/track1/normal/IMG/center_2019_08_10_21_38_40_977.jpg,/track1/normal/IMG/left_2019_08_10_21_38_40_977.jpg,/track1/normal/IMG/right_2019_08_10_21_38_40_977.jpg,0,0.4460127,0,0.4992696
/track1/normal/IMG/center_2019_08_10_21_38_41_052.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_052.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_052.jpg,0,0.671898,0,0.96287
/track1/normal/IMG/center_2019_08_10_21_38_41_131.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_131.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_131.jpg,0,0.9066178,0,1.737175
/track1/normal/IMG/center_2019_08_10_21_38_41_203.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_203.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_203.jpg,0,1,0,2.37511
/track1/normal/IMG/center_2019_08_10_21_38_41_277.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_277.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_277.jpg,0,1,0,3.293489
/track1/normal/IMG/center_2019_08_10_21_38_41_356.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_356.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_356.jpg,-0.05,1,0,4.234472
/track1/normal/IMG/center_2019_08_10_21_38_41_434.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_434.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_434.jpg,-0.25,1,0,5.156439
/track1/normal/IMG/center_2019_08_10_21_38_41_509.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_509.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_509.jpg,-0.238737,1,0,6.072473
/track1/normal/IMG/center_2019_08_10_21_38_41_587.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_587.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_587.jpg,-0.004989266,1,0,6.75865
/track1/normal/IMG/center_2019_08_10_21_38_41_662.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_662.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_662.jpg,0,1,0,7.668516
/track1/normal/IMG/center_2019_08_10_21_38_41_739.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_739.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_739.jpg,-0.05,1,0,8.573057
/track1/normal/IMG/center_2019_08_10_21_38_41_818.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_818.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_818.jpg,-0.25,1,0,9.455078
/track1/normal/IMG/center_2019_08_10_21_38_41_896.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_896.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_896.jpg,-0.08423101,1,0,10.34236
/track1/normal/IMG/center_2019_08_10_21_38_41_971.jpg,/track1/normal/IMG/left_2019_08_10_21_38_41_971.jpg,/track1/normal/IMG/right_2019_08_10_21_38_41_971.jpg,0,1,0,11.22201
